"actor","tconst","primaryTitle","startYear","decade","genres","averageRating"
"Doroteja Nadrah","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Tanja Krivec","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Mia Avgustin","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Anja Medle","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Miha Florjancic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Veronika Gaber Korbar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Vanja Luksic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Jan Turk","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Neja Spehar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Magda Lojk","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Karla Cerv","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ursa Stangelj","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Katarina Jursic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Dasa Lazar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Yulia Roschina","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ksenija Jambrosic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Lea Tori","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Rok Strucelj","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Luka Gorse","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Hana Huc","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Mija Luksic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Dasa Cupevski","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Anja Pekolj","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Robert Prebil","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Janko Lozar Mrevlje","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Verica Turk","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ziva Turk","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Dan David Mrevlje Natlacen","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Olga Kozina","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Jakob Gazvoda","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Tina Mauko","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Alenka Strucelj","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Lenart Gazvoda","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Tjasa Zeleznik","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Barbara Hrastar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Jan Zupancic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Spela Novak","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Stefka Novak","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Zala Kosak","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Peter Teichmeister","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Maja Florjancic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Klemen Barbo","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Aljosa Vrbetic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Natasa Bradac","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Aleks Gabric","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ajda Hribar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Aleja Repinc","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Natalija Petakovic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Vlado Rozenbergar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Iva Samarzija","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Blaz Lukan","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Alisa Krsic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Igor Mavsar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Voranc Boh","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Jasna Jozef","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Gasper Jakse","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Aiken Veronika Prosenc","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Tamara Princ","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Suzana Krvavica","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Nejc Primc","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Aleksander Bradac","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Boyi Qiu","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ursa Petja Mrevlje Lozar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Natasa Djekic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Kristina Kastelic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Laura Pust","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Barbara Povse","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Igor Samobor","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Mateja Kralj","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Lea Pisanski","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Urska Povse","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Natasa Barbara Gracner","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ales Turk","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Larisa Cugelj","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Marko Boh","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Irena Matko Lukan","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Lina Sasek","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Andreja Cerv","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Kangjing Qiu","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Pia Korbar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Sheng Zu Ye","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ana Hrastar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Barbara Maznik","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Tea Petkovic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Estera Dvornik","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Andrej Mertelj","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ajda Cedilnik","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Anica Mavsar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Mojca Luksic","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Nika Gornik","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Alenka Bobnar","tt3187076","Class Enemy",2013,"2010s","Drama",7.5
"Ken Kurtis","tt3264102","Red Army",2014,"2010s","Biography,Documentary,History",7.6
"Viacheslav Fetisov","tt3264102","Red Army",2014,"2010s","Biography,Documentary,History",7.6
"Lada Fetisov","tt3264102","Red Army",2014,"2010s","Biography,Documentary,History",7.6
"Alan Eagleson","tt3264102","Red Army",2014,"2010s","Biography,Documentary,History",7.6
"The Boxettes","tt3265262","Pulp: A Film About Life, Death & Supermarkets",2014,"2010s","Documentary,Music",7.1
"Axwell","tt3288290","Leave the World Behind",2014,"2010s","Documentary,Music",7.7
"Laidback Luke","tt3288290","Leave the World Behind",2014,"2010s","Documentary,Music",7.7
"Swedish House Mafia","tt3288290","Leave the World Behind",2014,"2010s","Documentary,Music",7.7
"Kenneth Åkerland Berg","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Øyvind Mørk","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Johannes Eilertsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Jens-William Aronsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Mads Sjøgård Pettersen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Jonathan Rhys Meyers","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Axel Barø Aasen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Bror Kristiansen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Anders Wang","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Ragna Schwenke","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Kristoffer Jørgensen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Sondre Brandsøy","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Åsgeir Johansen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"David Vekony","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Martin Eliassen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Sigurd Kornelius Lakseide","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Jørn Magnus Karlsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Daniel Frikstad","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Robin Edward Johannessen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Kjartan Rumsfeld","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Sigurd Heine Krogh","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Dan Tore Lyseggen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Mikael Varhelyi","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Henry Cummings","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Espen Horn","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Bruce Carmichael","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Zoe Winther-Hansen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Torgny Gerhard Aanderaa","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Ole Victor Corral","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Sarah Brinkmann","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Marie Blokhus","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Aggie Peterson","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Petter Johanas Lukkari","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Robin Ottersen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Trond Peter Stamsø Munch","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Nikolas Steffensen Krane","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Elin Merethe Larsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Ted Mitchell","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Alexander Zwart","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Marius Lien","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Ola Skancke Karlsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Nils Bendik Kvissel","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Alexander Os","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Jan Ollén","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Thomas Gullestad","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Thomas Chr. Hansen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Kyrre Sollund","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Eric Dirnes","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Sondre Stangnes","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Anders Nylander Thomsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Jonas Fredheim","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Aslak Mahtte Turi Gaup","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Martin Kiefer","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Håkon Smeby","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Helge Nilsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Graeme Strachan","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Euan Williamson","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Håkon T. Nielsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Nils Utsi","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Tiril Holthe Harnang","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Jardar Johnsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Robin Olsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Jørn Myreng","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Petter Hedberg Olsson","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Mathilde Sofie Henriksen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Eirik Risholm Velle","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Runar Holmstroem","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Hans Erik Grøthaug","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Weronica Wilmi","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Ådne August Robertsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Knut-Erik Helland Barland","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Kristine Hartgen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Jonas Rand Haukeland","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Kim Jøran Olsen","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"J.I. Falck","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Julia Bache-Wiig","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Bernt Bjørn","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Frida Mathea Sørbøe","tt3300980","The 12th Man",2017,"2010s","Drama,History,Thriller",7.3
"Tapiwa Mugweni","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Ella Baird","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Susy Kane","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Steve Coogan","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Kevin Millington","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"James Ward","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Roger Ringrose","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Sanjeev Kohli","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Andy Mihalache","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Julie Eagleton","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Toby Sedgwick","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Tom Bates","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Michelle Franklin","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Charlie Robinson","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Danny Scheinmann","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Jessie Pettit","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Marvin Hatley","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Josh Alexander","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Charles Redif","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Josh Connor","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Nina Arianda","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Alex Pugh","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Ross Owen","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Alexander Rudd","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Kate Okello","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Ashley Robinson","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Clark Crewe","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Stewart Alexander","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Richard Cant","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Owen Findlay","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Jonathan Merrell","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Veronica Clifford","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Conrad Asquith","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Ella Kenion","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Stephanie Hyam","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Keith MacPherson","tt3385524","Stan & Ollie",2018,"2010s","Biography,Comedy,Drama",7.2
"Benjamin Legrand","tt3422078","April and the Extraordinary World",2015,"2010s","Adventure,Animation,Comedy",7.3
"Thomas Charra","tt3422078","April and the Extraordinary World",2015,"2010s","Adventure,Animation,Comedy",7.3
"Claire Tillier","tt3422078","April and the Extraordinary World",2015,"2010s","Adventure,Animation,Comedy",7.3
"Jacques Tardi","tt3422078","April and the Extraordinary World",2015,"2010s","Adventure,Animation,Comedy",7.3
"Marc Jousset","tt3422078","April and the Extraordinary World",2015,"2010s","Adventure,Animation,Comedy",7.3
"Swastika Mukherjee","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Nikos Andritsakis","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Meiyang Chang","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Kaushik Ghosh","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Neeraj Kabi","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Tirtha Mallick","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Arindol Bagchi","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Shaktipada Dey","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Sunil Kumar Tripathy","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Anindya Pulak Banerjee","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Taka Higuchi","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Prashant Kumar","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Peter Wong","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Nishant Kumar","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Thomson Andrews","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Moumita Chakraborty","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Sushant Singh Rajput","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Kanwaljeet Singh Banga","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Padam Mishra","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Sandip Bhattacharya","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Aryann Bhowmick","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Divya Menon","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Piyali Ray","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Heeral Gandhi","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Pradipto Kumar Chakraborty","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Manoshi Nath","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Imaaduddin Shah","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Aarun Kumar Thevar","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Saba Azad","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Prasun Gayen","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Sneha Khanwalkar","tt3447364","Detective Byomkesh Bakshy!",2015,"2010s","Action,Crime,Drama",7.6
"Zhigang Zhao","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Nai An","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Suzhen Han","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Suyu Wang","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Lei Zhang","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Ting Mei","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Jian Zeng","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Huaipeng Mu","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Zhiyou Han","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Xuan Huang","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Junjun Huang","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Xiaodong Guo","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Lu Huang","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Kristina Larsen","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Hao Qin","tt3469964","Blind Massage",2014,"2010s","Drama",7.2
"Aron Siegel","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Pauline Burns","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Steven David Walton","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"David Matwijkow","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Marissa Braun","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Karthik Kesiraju","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tadanobu Asano","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jasper Bagg","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jolan Auzeby","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Samantha Hopper","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Casey Schatz","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Annisa Belonogoff","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Richard Worsley","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Sean Button","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Hamish Parkinson","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Andrew Hastings","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Shinaed Evans","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Mozy Mervin","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"David Cañas","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"David James Austin","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Katie Hooten","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Barbara Valente","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Oscar Gimenez","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"David Renn","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Roberto Harrison","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Tom Hiddleston","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Chris Hemsworth","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Holly Isaacson","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Ryan Tarran","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Stephen Clee","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Jack Cale","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Otto Bots","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Toby Fuller","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Marco Sgubin","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Mark Klimko","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Daniel Millar","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
"Wendy Gutierrez","tt3501632","Thor: Ragnarok",2017,"2010s","Action,Adventure,Comedy",7.9
